record_id,title,class_no_book_no,intent,depth,publisher,pages
a4a1b3747832d0036631a8533914492e,mahimabhatta,891.2 raj,,,,53 p.;
1aadee28dc2a2d4a694b5dd1b2bcd27a,"Abdula Halīma ""Śarara""",891.439 ram,,,,75 p.;
f3ba572c08f58b200cd01c4fde95977e,n. v. krishna warrior,894.812 ram,,,,128 p.;
ba46c6dba9e25cd8882b746cbe0f17e8,chicago manual of style,808.0270973 uni,,,,956 p.;
3f2c784f449a647644951869efc8fb9c,khazir malik safai,891.499 ram,,,,68 p.;
80b394b2e14c98ede0c67d783eb9935b,"beginner's guide to finite mathematics : for business, management, and the social sciences",510 wal,,,,354 p.;
36ece6f2afe7e23e0c33c9d9fc053c7a,gigabit ethernet technology and applications,004.68 nor,,,,270 p.;
844604e27248ac0a516c746e677020ee,interactive tv technology and markets,384.555 sri,,,,407 p.;
3dade9289eea83506ca6b341f9cbba84,introduction to telecommunications network engineering,621.382 ant,,,,377 p.;
17ff4dcd75614db6e2c4b8fa69a5b8dd,lessons in project management,658.404 moc,,,,197 p.;
27e66ff65cc7ca5b266dc2d1aced9c05,Residue Number Systems,621.3822 moh,,,Springer Science & Business Media,254 p.;
dc96851105a82669660b00558c4da127,secure broadcast communication in wired and wireless networks,621.382 per,,,,214 p.;
a177044ee813c226543a404c099e97e0,"atm, volume 1 : foundation for broadband networks",621.38216 bla,,,,446 p.;
04fae58d2341269607406ead8b430248,ATM,621.38216 bla,,,,191 p.;
4a073d2a2c50ce5d9c2195214065f46e,"atm, volume 3 : internetworking with atm",621.38216 bla,,,,242 p.;
27dc6be798893bd688766206c5c40d89,data access patterns: database interactions in object-oriented applications,005.1 noc,,,,469 p.;
c237301f6475c7b5db37452656f1ced3,effective xml: 50 specific ways to improve your xml,005.74 har,,,,304 p.;
b42f817a63f017552051c4cb695a89f4,effective incident response team,005.8 luc,,,,303 p.;
067feaa07817db001da2e4270dd7c008,set theory workbook,511.322 ada,,,,154 p.;
85881050b39197ac399083a7d15468af,spin model checker : primer and reference manual,620.0011 hol,,,,596 p.;
d1516315fb6783ff2a5c25ad473bb65e,practical software engineering: analysis and design for the .net platform,005.1 man,,,,275 p.;
7e6c188756f182d799c07806ff3d8676,servlets and javaserver pages: the j2ee technology web tier,005.133 fal,,,,758 p.;
c177c1d53229e5695f13a2acfebcec89,uml distilled: a brief guide to the standard object modeling language,005.117 fow,,,,175 p.;
182dea8d0235eb33a2cf7766b0dfaaa6,Economics,330 sam,,,Tata McGraw-Hill Education,792 p.;
4143e8b1c07dde76c4e06bd4ead11398,fundamentals of database systems,005.74 elm,,,,1030 p.;
20a09edd0f070e33d1e0f7160230de66,fundamentals of digital image processing,621.367 jai,,,,569 p.;
aff3bcb00d083068906fd55b5982adcb,Handbook of Radio and Wireless Technology,621.382 gib,,,McGraw-Hill Education TAB,621 p.;
a5eacde120d04a58faff4fe34287838f,magic universe: the oxford guide to modern science,500 cal,,,,756 p.;
186ccb39e5b3f8a8eeabc550b9daf7f2,applying uml: advanced applications,005.117 poo,,,,202 p.;
061d354546e7c1b6c366d6c5fdbdc50c,Developing Effective Websites,808.006025 mac,,,Taylor & Francis US,318 p.;
ab9c7aeb3ddcc3e3fcb9dc86e0484abb,"oxford india ghalib : life, letters and ghazals",891.43913 rus,,,,572 p.;
9b2497835c7b0f56d4690d6d03cacab5,handbook of knowledge management 1: knowledge matters,658.03 hol,,,,700 p.;
c85cf4a45eb21ca3e30e3399fa80e4ff,un-gandhian gandhi: the life and afterlife of the mahatma,954.035092 mar,,,,173 p.;
ffdba100159bcdcaeaa1a156e9bd63f4,last liberal and other essays,320.954 guh,,,,282 p.;
6d282897dd97ead6722cd5d21054193e,handbook on knowledge management 2 : knowledge directions,658.03 hol,,,,738 p.;
4a86693fed299f44112e98a330bc7d64,Grain of Sand,891.443 tag,,,Penguin Books India,287 p.;
fc119e4bbcf2c4f22df3450365749385,Behind Deep Blue,794.172 hsu,,,Princeton University Press,298 p.;
f802d465dab5f0d0d3093b9098409f70,alchemist,869.3 coe,,,,177 p.;
8f8fa4cc99b48f6f67fe8afe276651d2,epitaxy of nanostructures,537.6221 shc,,,,387 p.;
d750b021b0c57e3d50757aa31cef7d38,information feudalism: who owns the knowledge economy?,341.758 dra,,,,253 p.;
9a3bb1c8208d9c53af90270ac25b5043,The Innovator's Dilemma,658 chr,,,Harper Collins,286 p.;
3d241dfcd519b568354c2ad08b11bdb5,making a difference,658.4063 nix,,,,272 p.;
3730141e89abf5b31faa998e9f33243f,presentation success: a step-by-step approach,808.51 jan,,,,121 p.;
8b2853b52fca275ddfdfb069b2e89b4f,namesake,813.54 lah,,,,291 p.;
48220ff71f586e7ffbfcdb48aef525ff,principles of physics,530 ser,,,,1206 p.;
84d348cb88004247a9d85d093a678241,self-study guide for digital signal processing,621.3822 pro,,,,218 p.;
d28e17dc1b1e5d3e0f67ff51d9446686,Molecular Orbital Calculations for Biological Systems,547.7 sap,,,,233 p.;
bbd2db56c901197c34d9ac3b5c0d4bbb,wireless networks,621.382 nic,,,,405 p.;
84def471d8c6c3bbadc989ee54d153dc,sand to silicon : the amazing story of digital technology,621.3815 kan,,,,259 p.;
4d67dfc0fb332830af771e46c069b8b7,fundamentals of modern vlsi devices,621.395 tau,,,,469 p.;
a3e075e8785a762c79b886bcffae1c8b,database management systems,005.74 ram,,,,1065 p.;
9a8d9be154eae6634d9c771fa6958484,course in electrical and electronic measurements and instrumentation,621.3 saw,,,,1558 p.;
f6f90e67b389998df5ccc023266e16fa,it sounded good when we started: a project manager's guide to working with people on projects,658 phi,,,,319 p.;
f6e35e55b64cfba40c5819cdd6e75cb8,coded modulation systems,621.382 and,,,,485 p.;
15200fe6fdf2f65d00ca8b5b7daa1244,computer arithmetic algorithms,005.1 kor,,,,281 p.;
623ee0aacded0b5f0e175df5f728f8fa,elliptic curves in cryptography,005.82 bla,,,,204 p.;
bde27cadd6459f8c755cd91da489ceea,Hybrid Graph Theory and Network Analysis,511.5 nov,,,Cambridge University Press,176 p.;
68101add08879f248d1a288c0795439d,"counting and configurations : problems in combinatorics arithmetic, and geometry",511.6 her,,,,392 p.;
cd96801b8af92f397c5c47bce66ec298,beyond boundaries: a memoir,920.9338 pau,,,,228 p.;
81acd2aa20a54817ebb45bc0614892fe,Beyond the Last Blue Mountain,920.9338 lal,,,Penguin Books India,402 p.;
45835761deb0a44380f6ae3adb61cec4,Bullet For Bullet,920.9363 rib,,,,397 p.;
12b37b0a95c91fc2be9be770efc0021e,dare to dream: a life of rai bahadur mohan singh oberoi,920.964794 kar,,,,261 p.;
d471628b39afa3b32ee17ff7e3e25549,In the Afternoon of Time,920.989143 bac,,,Penguin Books India,603 p.;
c04f88ed1a83634853440866d7b6ba56,good boatman : a portrait gandhi,954.035092 gan,,,,494 p.;
f0cfda217a63696ad5c5ae7a72e736b2,human values and the design of computer technology,174.90904 fri,,,,320 p.;
0827d5f650a1e391ec2d13a1d226232d,it's always possible: transforming one of the largest prisons in the world,920.9365 bed,,,,410 p.;
9be41c19c09c29c7d08642d650fa882f,mother teresa,920.927197 cha,,,,280 p.;
a275792addb68abdcfe2e417dc5a93c0,portrait of a director: satyajit ray,920.979143 set,,,,376 p.;
6f3b595544723072f26c5ddeaa346710,statistical language learning,410.285 cha,,,,170 p.;
529e815df8eaca73476c88bdefaaf54c,Kasturba,920.954035 gan,,,,315 p.;
c97a7a7772434405ee5f54d632663423,mastering object-oriented design in c++,005.133 hor,,,,454 p.;
c2191f9c8ea271780f48306d733a5f61,mpeg-4 book,621.388 per,,,,849 p.;
d9add4a253ffd62d27e5413cb93314b4,consider phlebas,823.914 ban,,,,467 p.;
68e2fb3b82fd83177037452d3b50407a,effective c++ : fifty specific ways to improve your programs and design,005.133 mey,,,,256 p.;
48c035d0149d27d100eff1879a16f2bb,computational molecular biology: an algorithmic approach,572.8 pev,,,,314 p.;
b553dfcd619fa2c8cf948f735696af8c,use of weapons,823.9 ban,,,,368 p.;
c6e5f1c47f46b904d9d77453c5066897,"prophet unarmed : trotsky, 1921-1929",947.084092 deu,,,,"x, 180 p.;"
69ff566826538613ceae2b0fc73494d9,"prophet armed : trosky, 1879-1921",947.084092 deu,,,,"xii, 244 p.;"
7a0f6a628ca18942d1eb7d7c5cfe4b7e,advanced arithmetic for the digital computer : design of arithmetic units,004.01513 kul,,,,141 p.;
5a0a0cc92da4a77b6a12aded03cb7b04,content-based video retrieval: a database perspective,621.367 pet,,,,151 p.;
9e5eb0d86e06b932489a13f0dd425481,algebraic aspects of cryptography,005.8201512 kob,,,,206 p.;
62c29744562f7d6e1902002ffa4c142c,automata and languages: theory and applications,511.3 med,,,,916 p.;
40fef48afd4064982cc5083f60695569,Automatic Sequences,515.24 all,,,Cambridge University Press,571 p.;
5744a5f16dc782eff02902faa55e0752,graph colouring and the probabilistic method,514.223 mol,,,,326 p.;
b3c804341bbfec962f981f23e7bb6ea9,"modern cryptography, probalistic proofs and pseudorandomness",005.82 gol,,,,182 p.;
536981feac3c311c7df8c01cbbd2512a,"information theory, inference, and learning algorithms",003.54 mac,,,,628 p.;
655010863cde2ea2ecdd4927a412b534,brave new unwired world : the digital big bang and the infinite internet,303.4833 lig,,,,314 p.;
88cf7ba5669a5f53f44b910cb80dafef,nano-engineering in science and technology: an introduction to the world of nano-design,620.5 rie,,,,151 p.;
b6e3ccf6f19348b4d97dc989e6b5073a,quantum dots,537.622 bor,,,,205 p.;
2805912cff59192edd789e06d5515060,diagnosing the system for organizations,658.402 bee,,,,152 p.;
ed642cabfbb514e1ea4c938fd0cefd94,Foundations of Image Science,621.367 bar,,,Wiley-Interscience,1540 p.;
e9e5eb016e85fa587c32ece3fc9fe01b,physics of solar cells,530 nel,,,,363 p.;
446de7a712c22030ee8ff470fe482db8,random number generation and monte carlo methods,519.282 gen,,,,381 p.;
196216d6fbe72a8e2f100f966182efa0,logics of conversation,401.41 ash,,,,526 p.;
f3d236a868c46084a08d7171a316c801,companion guide to the mathematical experience,510 dav,,,,120 p.;
14d904d69d05f126109e9fb285dce92d,cryptography and network security : principles and practice,005.8 sta,,,,681 p.;
a6aa55456c26549b589e0ec7fae0510d,corporate computer and network security,005.8 pan,,,,416 p.;
5b3a4413ff19f8a22b8a2ba1edf9194f,qed: the strange theory of light and matter,539.756 fey,,,,158 p.;
c62166d6fd68dc523915663ef3546b7f,real world software configuration management,005.1 ken,,,,439 p.;
9f92dac41db7ef4dc05d94be400fa3cf,multimedia data hiding,006.7 wum,,,,218 p.;
dd41a535342afcf790c46bf0c1e33140,principles of marketing,658.8 kot,,,,661 p.;
c5d3fafcf31ac8856020a711e8d7833a,introduction to database systems,005.74 dat,,,,983 p.;
5b8352311de0040a93e769f6abb71c03,rf microelectronics,621.38412 raz,,,,335 p.;
975b19751ec6d924499f04101ff2b0e2,radio communication,621.384 gre,,,,477 p.;
4d223bb580f60e5773a081ddebd1a8f5,"rf systems, components and circuits handbook",621.38403 los,,,,599 p.;
c3191800664646245408ee17abe18e93,umts security,005.8 nie,,,,273 p.;
18d0fd0c200377735b7bddfe11912ca1,fundamentals of short-range fm radar,621.3848 kom,,,,289 p.;
3a041400f0c6e7fe73ccda7a268d83da,bioconsensus : dimacs working group meetings on bioconsensus,570.151 jan,,,,242 p.;
79534cd64e701c1407f329fa95e2aafd,wireless personal and local area networks,004.68 sik,,,,195 p.;
5e695b8111627fbf559a63cfa04a9c69,oxford india premchand,891.4335 ors,,,,309 p.;
66d7b06cc7d4ec0dd0652c33da1a716e,"sige, gaas, and inp heterojunction bipolar transistors",621.381528 yua,,,,"xvii, 463 p.;"
a1ad67942040b0d383d63f18203e0e39,inp-based materials and devices : physics and technology,621.381045 wad,,,,"x, 592 p.;"
65e5638ce5ac137c11936b4154057e78,course in algebra,512 vin,,,,511 p.;
0270938b36a3fc4d04a1f5d85cc39281,concise numerical mathematics,519.4 pla,,,,453 p.;
b8edd05c7445e09b658c49f3dc93ddb7,MASS Selecta,510 kat,,,American Mathematical Soc.,313 p.;
8494a8331674ffabbca7984fc17a16db,"current trends in scientific computing : icm 2002 beijing satellite conference on scientific computing, august 15-18, 2002",502.85 che,,,,372 p.;
fcd64db6382a5c8d96a01c1757a747b2,history of analysis,515 jah,,,,422 p.;
5e361b0841acc6a58dbe018513bc8925,"multiantenna channels : capacity, coding and signal processing",621.3822 fos,,,,299 p.;
1fe92ec5eece5d41a45f0a87d02268bb,mathematician's survival guide: graduate school and early career development,510.23 kra,,,,222 p.;
125f183c2f23c82857b99e6cda3788f6,Problems in Mathematical Analysis III,515 kac,,,American Mathematical Soc.,352 p.;
d94ed556531f6b32196f36a4dd391d0d,representation theory of finite groups: algebra and arithmetic,512.2 wei,,,,212 p.;
a2712e0a27b948b1fc7b9d68376e1945,carbon nanotubes and related structures : new materials for the twenty-first century,620.193 har,,,,279 p.;
5fdc7e0b355e3fb8971d09c8c7945560,"mathematical gift, i: the interplay between topology, functions, geometry and algebra",516 uen,,,,136 p.;
6fc3595a9631c421f7bf514201d134e5,guide to monte carlo simulations in statistical physics,530.13 lan,,,,384 P.;
aa28093f864a1dd0164417bcc416a89a,fiber-optic systems for telecommunications,621.38275 fre,,,,390 p.;
051b3b2c2c2480ee804c5bfe6f3f684c,optical coherence and quantum optics,535.2 man,,,,1166 p.;
6e3dc813a3e2ef9642615119f4230f68,Transport in Nanostructures,537.622 fer,,,Cambridge University Press,5112 p.;
2003d8f0a0c5b6ecbe859695996cbeff,electronic and optoelectronic properties of semiconductor structures,537.6226 sin,,,,532 p.;
1bc56469ef08a408fcea4b019c36a8f0,object-oriented programming,005.117 coa,,,,130 p.;
df80530a7eaf4b642322e30c8f735239,fundamentals of remote sensing,621.3678 jos,,,,430 p.;
31aa09ee88db1acc0718b12721541ba9,readings in information visualization: using vision to think,621.3987 car,,,,686 p.;
6cbcadcd3e8d0f817821fbb6ff3d9cb9,introduction to biomedical imaging,616.0754 web,,,,252 P.;
dca85f07b29e00b3f8e9bafe1dd815d8,bluetooth application programming with the java apis,005.133 kum,,,,498 p.;
f0efa2c1471a9475ce85f96e4bffffc4,interaction design for complex problem solving : developing useful and usable software,005.1 mir,,,,397 p.;
0cc4e2c2ee8b826ffbde91ccfb029ceb,c++ standard library : tutorial and reference,005.133 jos,,,,"xv, 799 p.;"
c0cda483920a8bf963fa041a158d792e,why we buy: the science of shopping,658.834 und,,,,255 p.;
253634ab4a7d5fd4d483356dc66b7995,encyclopedia of animation techniques,778.534703 tay,,,,176 p.;
9d38e61f47c77c9b874213c072dab8b3,signal processing first,621.3822 mcc,,,,"xxi, 489 p.;"
6df43701cd7043c11b9929a3f78b39da,cryptography : an introduction,005.82 sma,,,,"xx, 433 p.;"
a26c9988d9569f8387cd0689ff438ebe,data structures with java,005.73 hub,,,,"xxii, 613 p.;"
f91aa550e6568d154411d8fb4280d006,fundamentals of digital switching,621.381537 mcd,,,,"xix, 489 p.;"
6d6797f56793a48b0d7c8f59d93afd62,"contributing to eclipse: principles, patterns and plug-ins",005.122 gam,,,,395 p.
0ce4666bae17d55518f717bc968dc86b,Windows Forms Programming in Visual Basic .NET,005.2768 sel,,,Addison-Wesley Professional,"xlvi, 680 p.;"
50664fe307211148af1c4a9a8a69ba0e,j2ee web services,005.2762 mon,,,,"xxxix, 887 p.;"
906530c9b7656bc751cfe76d509a3ec6,charles darwin : voyaging,570.92 bro,,,,"xiii, 605p;"
ebad0198227fe69f285e068f11106f65,"charles darwin: power of place, volume ii of a biography",570.92 bro,,,,591 p
88aca8aec7b94532e9d8aa59663840c2,"dostoevsky : years of ordeal, 1850-1859",891.733 fra,,,,"xv, 320 p;"
e2fdbf1fc5dab40e79affa189fe3c652,"engine of reason, the seat of the soul",612.8201 chu,,,,"xii, 329 p.;"
397fc1639d129987c6b801e9b6eb915b,The Double Bond,853.91421 ang,,,,"xxvi, 898 p;"
8035a8530330293adf30703a7c59f371,for reasons of state,320.9730924 cho,,,,;
98c4c9f8df499540aa2fd63adedce948,globalization : very short introduction,337.21 ste,,,,147 p.;
f71388a66c1a823303273eb5861e113d,history at the limit of world-history,907.221 guh,,,,"xxv, 364 p.;"
2a57f30b5404ef458e281e6be3af0680,impossibility : limits of science and the science of limits,501.21 bar,,,,"xiii, 279 p;"
0d5aacee181132d7a4fe1effb7c2f021,isaac newton : the last sorcerer,509.2 whi,,,,402 p.;
fd078551ff1b413e2e5d676e316fef1a,computer communications and networking technologies,004.6 gal,,,,632 p.;
41b99d6cce1b4de46b8b55d32ffe3ee5,in-line/on-line: fundamentals of the internet and the world wide web,004.678 gre,,,,549 p.;
f55d3d9b2bab49f0d1789d3492a0f5c6,payment technologies for e-commerce,005.8 kou,,,,334 p.;
0dab2161bfded822dc27a0ea84fc9a32,oracle9i mobile,005.758521 yeu,,,,"xx, 614 p.;"
eccb56ee45e3101b3c5dc9670b388208,elements of number theory,512.7 sti,,,,254 p.;
5382c9208df23de5dd5d9bbaafb6792f,practical rf circuit design for modern wireless systems: volume 2,621.38412 gil,,,,569 p.;
d7cd4bcc3a5b88aca1f29de18c2a5d55,switching theory insight through predicated logic,621.3815372 vin,,,,428 p.;
2dc13c48f58350bca558f66245476019,"computer security â esorics 2003: 8th european symposium on research in computer security, gjã¸vik, norway, october 13-15, 2003. proceedings",004 sne,,,,"x, 338 p.;"
b6e56b52e82794cd0f72b30c689452d6,discrete algorithmic mathematics,510 mau,,,,"xix, 834 p;"
498de233314bc5856b27541550c59b14,applied regression analysis and multivariable methods,519.536 kle,,,,"xviii, 798 p.;"
edf0698c852bace7d0dee85c98326da5,applications of software agent technology in the health care domain,620.28563 mor,,,,"xvi, 451 p.;"
83aa7e712302082df65067e0b967e8aa,"applied cryptography and network security : first international conference, acns 2003, kunming, china, october 16-19, 2003 ; proceedings",004 zho,,,,"xi, 436 p.;"
70f5246fa716e7b9a2f0f050d441b749,"communications and multimedia security : advanced techniques for network and data protection : 7th ifip-tc6 tc11 international conference, cms 2003, torino, italy, october 2-3, 2003 : proceeding",004 lio,,,,"viii, 263 p.;"
51c27a7344126e32f86e6ed197e18706,computing in living cells : gene assembly in ciliates,571.622 ehr,,,,"xiv, 201 p.;"
f87543b3739d8bfe8aee566249d16b6b,Artificial Intelligence in Medicine,006.3 doj,,,Springer Science & Business Media,"xiii, 385 p.;"
e57bd6367f4b0f79296ab5a222dcfbc6,"ad-hoc, mobile, and wireless networks : second international conference, adhoc-now 2003, montreal, canada, october 8-10, 2003 : proceedings",004 pie,,,,292 p.;
ff2c3fd8e78b1348a65ba39d8e96ed65,information measures : information and its description in science and engineering,003.5421 arn,,,,"xvi, 547 p.;"
4370169c03ee82cbf64d9e8ab1c9bfdb,"formal methods at the crossroads : from panacea to foundational support : 10th anniversary colloquium of unu/iist, the international institute for software technology of the united nations university, lisbon, portugal, march 18-20, 2002 : revised pap",004 aic,,,,"xii, 453 p.;"
11e8c9716fe59924dc55caae3129a39d,"high performance computing : 5th international symposium, ishpc 2003, tokyo-odaiba, japan, october 20-22, 2003 : proceedings",004 vei,,,,"xxii, 1045 p.;"
146ae5801808dc466af8e83023f71ed2,"distributed applications and interoperable systems : 4th ifip wg 6.1 international conference, dais 2003 paris, france, november 2003 : proceedings",004 ste,,,,"xiii, 309 p.;"
aad045cc0afc09a6ed17e723f5a2401c,"group communications and charges : technology and business models : 5th cost 264 international workshop on networked group communications, ngc 2003 and 3rd international workshop on internet charging and qos technologies, icqt 2003, munich, germany, september 2003 : proceedings",004 sti,,,,"xiii, 351 p.;"
0c0b42c2df2e2dd3913ee8e5cb7c132e,reversible logic synthesis : from fundamentals to quantum computing,004.122 ana,,,,"xxiii, 427 p.;"
ccbf50b374a6db501c6875ab582e00f6,progress in cryptology -- indocrypt 2003,004 joh,,,,"VIII,429 P.;"
039502dfc374c23f473e9950aea824d4,"recent advances in intrusion detection : 6th international symposium, raid 2003, pittsburgh, pa, usa, september 8-10, 2003 : proceedings",004 vig,,,,"x, 237 p.;"
3052002b0ccfdd523502692d6e491e44,"fast software encryption : 10th international workshop, fse 2003, lund, sweden, february 24-26, 2003 : revised papers",004 joh,,,,"xii, 464 p.;"
1c31ba85b1ea77ff12332f7fac33f43b,"uml 2003 - the unified modeling language : modeling languages and applications : 6th international conference, san francisco, ca, usa, october 20-24, 2003 : proceedings",004 ste,,,,"xiii, 413 p.;"
a2006f2d02ab94105137dbbac54e2705,"information and communications security : 5th international conference, icics 2003, huhehaote, china, october 10-13, 2003 : proceedings",004 qin,,,,"xi, 416 p.;"
198caaff6d625c5d5768c5acff6e2552,"medical data analysis : 4th international symposium, ismda 2003, berlin, germany, october 9-10, 2003 : proceedings",004 per,,,,"viii, 126 p.;"
70f8bc44a68d8d7d237cd8aa6e29326a,"formal methods for software architectures : third international school on formal methods for the design of computer, communication, and software systems : software architectures, sfm 2003, bertinoro, italy, september 22-27, 2003 : advanced lectures",004 ber,,,,285p.;
ff5d34711240edf6c0a722a016923f1e,mathematical problems in semiconductor physics,537.6220151 ani,,,,8/Y;
40ea6782540496709512a7a2437b23d6,"computer network security : second international workshop on mathematical methods, models, and architectures for computer network security, mmm-acns 2003, st. petersburg, russia, september 21-23, 2003 : proceedings",004 gor,,,,470p.;
154b9272498637ecc5070dccb90d577e,alan turing : life and legancy of a great thinker,510.92 teu,,,,"xxviii, 542 p.;"
03ac2a3538ddd291cac663bd98bab153,cryptographic security architecture : design and verification,005.8 gut,,,,"xi, 320 cm;"
b2c14f914b3f9e0f8d929a203da957fb,"Global Computing. Programming Environments, Languages, Security, and Analysis of Systems",004 pri,,,Springer Science & Business Media,"xvii, 253 p.;"
dd8a2993936f5f341fc2c374b8b279b4,"survey of text mining : clustering, classification and retrieval",006.3 ber,,,,"xvii, 244 p.;"
bc04e43413217bd44c3dc16728c736d7,"personal wireless communications : ifip-tc6 8th international conference, pwc 2003, venice, italy, september 23-25, 2003 : proceedings",004 con,,,,"xvi, 855 p.;"
5c53dbe2d257905cba2b93d94e6ea58e,practical intranet development,004.6 col,,,,190 p.;
88e93974f8f42e72cd2574bbf475a5d3,"software and compilers for embedded systems : 7th international workshop, scopes 2003, vienna, austria, september 24-26, 2003 : proceedings",004 kra,,,,8/Y;
6c0693ad14e8227d085f53bd61d6e691,"information security : 6th international conference, isc 2003, bristol, uk, october 1-3, 2003 : proceedings",004 boy,,,,"xi, 441 p.;"
16f9862da5596376acb3342f194d5c7c,"computer safety, reliability, and security : 21st international conference, safecomp 2002, catania, italy, september 10-13, 2002 : proceedings",004 and,,,,"xx, 346 p.;"
232b5888524cdbccec6c450cd121036c,"practical web traffic analysis : standards, privacy, techniques, results",004.678 fle,,,,"vii, 171 p.;"
5a1ef9cbbcca707528bb5c4445822fda,"digital rights management : technological, economic, legal and political aspects",004 bec,,,,"xi, 805 p.;"
9a72089667ac4e7b415d8b4f785cd1e0,"advances in computing science - asian 2003 : programming languages and distributed computation : 8th asian computing science conference, mumbai, india, december 10-14, 2003 : proceedings",004 sar,,,,"viii, 304 p.;"
c4202beae7557f1eb2d517fe05632936,"innovative internet community systems : third international workshop, iics 2003, leipzig, germany, june 19-21, 2003 : revised papers",004 boh,,,,223 p.;
39195372b2e6fff0acd2ce6f12748409,information networking : networking technologies for enhanced internet services,004 kah,,,,"xvii, 1032 p.;"
648c74ebb6356674e91ed2bd3f5874eb,formal techniques for networked and distributed systems-forte 2003,004 kon,,,,"xvii, 297 p.;"
443f0490f6b301518b08d3b6d69002be,composition of secure multi-party protocols : comprehensive study,004 lin,,,,"xiv, 192 p.;"
abf8a963bcfdfc6d7ef9c86e9a64bc19,multimedia communication technology,621.382 ohm,,,,"xi, 160 p.;"
3a876b401555217e83d8ac34e432d709,nasa's voyager missions : exploring the outer solar system and beyond,629.4354 eva,,,,"xviii, 284 p.;"
34a46d7a9a77a1ae28d98cfee80355f8,Information Processing in Sensor Networks,004 zha,,,Springer Science & Business Media,"VIII,676 p.;"
96a552ccd0218efe5bb8ed9298431e5f,first steps in latex,686.225445369 gra,,,,"xx, 131 p.;"
8420b00be39d84c5ef256b5345b5051d,illustrated dictionary of practical astronomy,522.03 kit,,,,;
33fb86af695d8d4472713383cd5709c1,set theory for computing,511.322 can,,,,"xviii, 409 p.;"
465d4dc1a4921af0874c16e0db97b384,Object-Oriented Programming A Unified Foundation,005.117 cas,,,Nelson Thornes,"xviii, 366 p.;"
ac6b53b4bf3ff537c78608248d8d273a,big bang : a view from the 21st century,523.18 har,,,,"xviii, 262 p.;"
4b805001e13e423611b22c6492ab148b,"computer fundamentals : concepts, systems and applications",004 nag,,,,"ix, 514 p.;"
bf82887f95e05bf3cc11a3d69d36a111,distributed computing: principles and applications,004.36 liu,,,,"xix, 428 p.;"
7f504b52670133e2d7b3501bf0306371,defense and detection strategies against internet worms,005.84 naz,,,,"xxviii, 287 p."
eba0783557c6e2e38493833bb8fb40ec,sip: understanding the session initiation protocol,004.62 joh,,,,"xv, 283 p.;"
98f4fa2fcdb8d303fe892285fa319a18,systems approach to engineering design,620.0042 syd,,,,"vii, 432 p.;"
e74c83ccd1fdcda3997700225cd582d4,erbium-doped fiber amplifiers : fundamentals and technology,621.38275 bec,,,,"xv, 460 p.;"
93bc60f8dc696c59dd32c507a6438baf,anthropology and myth: lectures 1951-1982,306 lev,,,,"vi, 232 p.;"
3f138c5bf449ddc286bb19a50ae9c57f,"semantic web : a guide to the future of xml, web services and knowledge management",025.0421 dac,,,,"xxi, 281 p.;"
2e9cb20c619528cd6f33f8e715b895a7,modern quantum chemistry: introduction to advanced electronic structure theory,541.29 sza,,,,"xiv, 466 p.;"
57e44936cded779f49cf543c110904ee,Mining the Web,005.72 cha,,,Morgan Kaufmann,"xviii, 345 p.;"
2e25217374e8bdb4b3fff0a284974232,atlas of human anatomy,611.0022221 net,,,,542 p.;
e7592c3ebe5efee4baeb773352bd4cc9,where there is no doctor : a village health care handbook,610 wer,,,,"xxiv, 565 p.;"
1fd2e67b482480aaa3bf9adcdb0c61ee,Biometrics,621.38928 woo,,,McGraw Hill Professional,"xxvi, 432 p.;"
55edf62920b4b96511c759dc26a23d7a,harrison's principles of internal medicine,616 bra,,,,"xxxii, 1442 p.;"
b2133aefe33e3c0d0173767a746e542c,dsp primer,621.3822 ror,,,,"xvi, 518 p.;"
02f185a1743ee1d19914988a84e476a3,service and device discovery : protocols and programming,004.36 ric,,,,"xi, 403 p.;"
79baec400cdbc875e5115334d3a67dd7,computer telephony demystified,621.385 bay,,,,"XLVIII, 765 p.;"
902ecd63383e669d033b558063c78980,cdma capacity and quality optimization,621.3845 ros,,,,"xxii, 629 p.;"
5cc11378bd61f855605e3777deba3536,softswitch : architecture for voip,621.38212 ohr,,,,"xvi, 359 p.;"
29d0a1b240b13edd6e88bc4eba0563ea,java distributed computing,005.2762 far,,,,"xliv, 446 p.;"
572175338c45547595f459c43b20b657,cryptography demystified,005.82 her,,,,356 p.;
90ec752d2221c318c1992f7595befce9,server load balancing,004.36 bou,,,,"xiii, 239 p.;"
58133529227c829c04f31de71cf77a08,algorithms in bioinformatics,572.80285 ben,,,,;
d292e744400ae1a195e5eb8324e1c6b9,creativity : flow and the psychology of discovery and invention,153.35 csi,,,,"viii, 456 p.;"
128c706c8dac6ae4341054d364f55cd6,evolutionary computation in bioinformatics,570.285 fog,,,,"xxviii, 308 p.;"
1aaecd039dda7b2619a7fd41dd4d5cf0,bea weblogic server bible,005.2762 zuf,,,,"xxiii, 950 p.;"
fc36c7ad88a9b2d53da474b84c5b087b,short history of nearly everything,500.21 bry,,,,"ix, 544 p.;"
68052492fe994995b7e971b6ac887118,sacred spaces : exploring traditions of shared faith in india,211.60954 sik,,,,273 p.;
35cdf0f8732bf229afda37692a2a5e18,"open source web development with lamp : using linux, apache, mysql, perl, and php",005.1 lee,,,,"xxxiv, 460 p.;"
